leaves,trees,FP_type,learn_rate,state,accuracy_train,accuracy_test,actual_test_size
6,500,5,0.8,3,0.8823,-0.7148,0.2387
8,1400,5,0.14,2,0.8429,0.4186,0.1832
4,60,5,0.02,3,0.5937,0.2414,0.2387
6,1200,5,0.08,1,0.8433,0.2016,0.1744
10,600,5,0.6,1,0.8456,0.1292,0.1744
8,200,5,0.6,1,0.8442,-0.044,0.1744
8,800,5,0.08,2,0.84,0.4584,0.1832
10,60,5,0.14,3,0.831,0.2423,0.2387
8,100,5,0.02,1,0.6807,0.2706,0.1744
8,1200,5,0.2,3,0.8809,0.163,0.2387
8,1000,5,0.14,2,0.8423,0.4185,0.1832
6,20,5,0.12,3,0.7258,0.2282,0.2387
4,100,5,0.2,1,0.8319,0.2612,0.1744
6,700,5,0.06,1,0.8392,0.2401,0.1744
6,400,5,0.14,3,0.8775,0.3228,0.2387
6,900,5,0.4,1,0.8458,0.115,0.1744
10,800,5,0.8,3,0.8823,-0.9214,0.2387
6,800,5,0.02,3,0.86,0.1448,0.2387
6,1200,5,0.12,2,0.8426,0.4003,0.1832
4,20,5,0.1,3,0.6951,0.2345,0.2387
10,600,5,0.6,2,0.8437,0.3,0.1832
10,700,5,0.4,3,0.8816,-0.2077,0.2387
10,60,5,0.1,3,0.8104,0.1715,0.2387
6,60,5,0.02,1,0.5777,0.1684,0.1744
4,100,5,0.08,2,0.7986,0.4697,0.1832
10,1200,5,0.08,2,0.841,0.4724,0.1832
10,20,5,0.4,2,0.7943,0.4639,0.1832
10,800,5,0.04,1,0.8343,0.2706,0.1744
4,300,5,0.12,1,0.8383,0.2198,0.1744
10,1000,5,0.14,3,0.8796,0.1674,0.2387
10,800,5,0.06,2,0.838,0.4607,0.1832
4,800,5,0.14,1,0.8441,0.2189,0.1744
6,800,5,0.2,2,0.8429,0.396,0.1832
6,400,5,0.08,2,0.8362,0.4339,0.1832
8,60,5,0.06,2,0.7459,0.4827,0.1832
6,700,5,0.04,3,0.8711,0.1919,0.2387
4,20,5,0.8,3,0.8574,-0.5896,0.2387
10,200,5,0.12,3,0.8656,0.2058,0.2387
4,200,5,0.12,1,0.8345,0.2367,0.1744
6,900,5,0.4,1,0.8458,0.115,0.1744
4,1200,5,0.12,3,0.8809,0.1393,0.2387
8,500,5,0.02,1,0.8107,0.2864,0.1744
4,20,5,0.02,3,0.3152,0.1053,0.2387
10,700,5,0.1,2,0.8395,0.4425,0.1832
10,500,5,0.14,2,0.8395,0.4581,0.1832
8,700,5,0.08,2,0.8394,0.4592,0.1832
8,60,5,0.14,3,0.8312,0.3572,0.2387
6,600,5,0.14,1,0.8426,0.2196,0.1744
8,700,5,0.4,3,0.8816,-0.2372,0.2387
10,20,5,0.8,1,0.82,0.1969,0.1744
10,1400,5,0.14,1,0.8446,0.1803,0.1744
4,1000,5,0.2,1,0.8453,0.2074,0.1744
6,500,5,0.02,3,0.8412,0.1623,0.2387
10,700,5,0.02,2,0.8217,0.4761,0.1832
4,500,5,0.02,3,0.8421,0.2175,0.2387
6,1000,5,0.2,3,0.8812,0.0049,0.2387
4,900,5,0.4,2,0.8439,0.4098,0.1832
4,1200,5,0.06,1,0.8429,0.2267,0.1744
6,100,5,0.6,3,0.8782,-0.125,0.2387
4,1200,5,0.02,2,0.8339,0.4806,0.1832
6,900,5,0.8,3,0.8825,-0.7232,0.2387
4,1000,5,0.02,3,0.866,0.1966,0.2387
6,60,5,0.04,3,0.7219,0.3066,0.2387
6,60,5,0.02,2,0.5808,0.387,0.1832
10,800,5,0.04,1,0.8343,0.2706,0.1744
10,600,5,0.06,2,0.8362,0.4633,0.1832
10,100,5,0.4,3,0.8746,-0.1661,0.2387
8,1400,5,0.2,1,0.8453,0.2384,0.1744
6,500,5,0.6,2,0.8437,0.4006,0.1832
4,400,5,0.04,2,0.8261,0.4711,0.1832
8,60,5,0.4,2,0.8311,0.3922,0.1832
8,900,5,0.6,3,0.8823,0.0112,0.2387
10,20,5,0.02,3,0.3178,0.104,0.2387
6,60,5,0.6,1,0.8386,0.2184,0.1744
4,20,5,0.4,1,0.7939,0.3088,0.1744
10,400,5,0.2,3,0.8776,0.1293,0.2387
4,900,5,0.1,2,0.842,0.4202,0.1832
4,900,5,0.8,2,0.8441,0.1674,0.1832
4,800,5,0.6,3,0.8824,-0.3565,0.2387
4,1200,5,0.6,1,0.8461,0.1968,0.1744
10,700,5,0.08,2,0.8392,0.4742,0.1832
4,60,5,0.08,2,0.766,0.457,0.1832
6,1200,5,0.6,1,0.8461,0.207,0.1744
10,1000,5,0.02,3,0.8638,0.1769,0.2387
6,60,6,0.12,1,0.7883,0.3816,0.1744
4,400,6,0.6,1,0.8485,0.4525,0.1744
6,800,6,0.8,2,0.8685,0.5257,0.1832
8,200,6,0.12,3,0.8683,0.3303,0.2387
6,1200,6,0.6,2,0.8685,0.571,0.1832
4,1200,6,0.6,2,0.8686,0.5833,0.1832
8,100,6,0.8,1,0.8451,0.4016,0.1744
10,800,6,0.08,2,0.8626,0.657,0.1832
