min_CNLs,consensus_thres,consensus_alg,random_seed,tree,learn_rate,leaves,depth,subsample,colsample_bylevel,accuracy_train,accuracy_test
0,0.0,removal,3,800,0.05,10,10,0.12,0.4,0.8164536734968815,0.14967541431937592
5,0.25,replacement,2,800,0.1,4,6,0.44,0.08,0.9414880652302497,0.19458233922710977
5,0.0,replacement,2,1000,0.01,10,5,0.92,0.78,0.6791296619888689,0.2712743228862923
3,0.0,removal,2,600,0.01,25,5,0.41,0.8,0.5935439279772836,0.27498406517774177
3,0.25,replacement,3,1000,0.08,7,8,0.74,0.53,0.9848373978003659,0.3468479050734218
5,0.2,removal,2,800,0.01,25,5,0.63,0.37,0.6316287031202634,0.26192201837361295
5,0.2,removal,1,1000,0.05,7,6,0.1,0.13,0.8391597257436896,0.32658438576502824
0,0.2,removal,3,1000,0.08,7,10,0.57,0.91,0.931067609245664,0.05965980709380725
0,0.25,removal,3,1000,0.01,4,7,0.49,0.63,0.652154781400607,0.19511339076066048
5,0.2,removal,2,800,0.1,13,7,0.06,0.53,0.9034714608437331,0.2174161713167816
5,0.25,removal,1,600,0.08,7,7,0.22,0.43,0.9201815278983627,0.30340946413084824
0,0.2,replacement,3,1000,0.08,4,4,0.93,0.6,0.9026015490653262,0.1842474356324273
5,0.25,removal,1,800,0.05,10,10,0.97,0.91,0.9480750245111681,0.2691799222488489
0,0.0,removal,1,800,0.1,7,8,1.0,0.08,0.8094424038803834,0.28609879761619594
5,0.2,removal,2,1000,0.01,10,9,0.63,0.92,0.7794858867484108,0.2554774587602767
5,0.2,replacement,3,1000,0.05,7,8,0.35,0.71,0.9679998175897022,0.14732821429657028
3,0.0,removal,1,600,0.1,10,10,0.46,0.15,0.9082898112030775,0.11887895052851782
3,0.25,replacement,3,1000,0.01,25,5,0.29,0.51,0.5966279967083119,0.3577821517823644
3,0.25,replacement,1,600,0.1,13,4,0.23,0.15,0.7822389443386053,0.14173857941887558
3,0.2,removal,3,800,0.01,7,8,0.27,0.27,0.6618901886543591,0.38865694235818593
5,0.25,removal,3,800,0.1,13,5,0.58,0.7,0.9435475914133331,0.027603574448397894
3,0.0,replacement,1,600,0.05,10,10,0.58,0.38,0.888049514909185,0.16209406251886538
0,0.25,replacement,1,1000,0.08,13,8,0.7,0.11,0.9358817956713222,0.2417267581627175
3,0.25,removal,1,600,0.08,4,9,0.4,0.31,0.9225905421662217,0.1365258638980854
3,0.2,replacement,3,800,0.05,13,10,0.72,0.7,0.9644597663122916,0.3639517045627719
3,0.0,replacement,2,800,0.01,10,7,0.16,0.9,0.6832185464161653,0.28978616584052197
3,0.25,removal,2,1000,0.05,7,7,0.13,0.79,0.9117341764475446,0.15822580444815593
3,0.25,replacement,3,1000,0.01,4,8,0.22,0.71,0.7086837597309784,0.37888946187484185
