leaves,trees,FP_type,state,accuracy_train,accuracy_test
8.0,900.0,2.0,1.0,0.6399606416343082,0.40292791599355193
4.0,300.0,4.0,1.0,0.7076545407201069,0.40193699362401003
6.0,150.0,2.0,2.0,0.7202911185607377,0.40113662641180003
8.0,500.0,2.0,2.0,0.6596970686107847,0.39912242919544494
6.0,900.0,4.0,1.0,0.6265180565103015,0.3963060411364858
8.0,250.0,4.0,1.0,0.5673087205161258,0.3960297433726411
8.0,700.0,2.0,2.0,0.6606481999292405,0.3948728860679982
8.0,600.0,4.0,1.0,0.5682144270711471,0.3936603439274887
8.0,600.0,4.0,1.0,0.5682144270711471,0.3936603439274887
6.0,50.0,9.0,3.0,0.6229502394256932,0.3922036634995646
8.0,700.0,4.0,1.0,0.5668503717742329,0.39199902548903376
8.0,700.0,4.0,1.0,0.5668503717742329,0.39199902548903354
8.0,400.0,4.0,1.0,0.5696629433578312,0.3907075940914273
10.0,250.0,6.0,3.0,0.5758164988548502,0.38973092193701053
6.0,300.0,9.0,3.0,0.6250490901729451,0.38934223665486534
10.0,800.0,6.0,3.0,0.5769892169060877,0.3885383817457816
10.0,800.0,6.0,3.0,0.5769892169060877,0.3885383817457816
10.0,300.0,4.0,1.0,0.5237598156684222,0.38801502771335206
8.0,250.0,2.0,2.0,0.654320620989546,0.3879947466349558
6.0,50.0,2.0,2.0,0.7094689390044382,0.3879841822527532
10.0,500.0,2.0,1.0,0.585053037360264,0.38779908182303324
10.0,300.0,6.0,3.0,0.5761775002549072,0.3877247381261143
10.0,900.0,2.0,1.0,0.5834231008393675,0.3876211852703424
10.0,1000.0,2.0,1.0,0.5839544259554585,0.3874132287730405
10.0,300.0,2.0,1.0,0.5889246411605485,0.3873759954011783
6.0,400.0,9.0,3.0,0.6257873418459622,0.3861861143248575
6.0,400.0,9.0,3.0,0.6257873418459621,0.3861861143248573
10.0,200.0,2.0,2.0,0.5970859395344768,0.3801773348606159
10.0,200.0,2.0,2.0,0.5970859395344768,0.3801773348606159
10.0,600.0,4.0,1.0,0.52408445574109,0.37996949503075717
10.0,400.0,4.0,1.0,0.5255725746965485,0.37937424114576457
10.0,1000.0,4.0,1.0,0.5232681429450019,0.37556336536336044
6.0,50.0,1.0,3.0,0.6910300598522392,0.37425136791458957
10.0,900.0,4.0,1.0,0.5228061515729938,0.3738397356222799
10.0,50.0,6.0,3.0,0.5680592975570364,0.37287458506556626
8.0,50.0,2.0,2.0,0.6555598231709785,0.3716371258774267
4.0,50.0,8.0,3.0,0.7408411363599281,0.3690118334892688
4.0,150.0,1.0,3.0,0.7772507234168486,0.36170673901278927
6.0,200.0,8.0,3.0,0.659655374750409,0.36136698893088537
6.0,500.0,8.0,3.0,0.6606473104016533,0.3609737732646989
6.0,1000.0,8.0,3.0,0.6612523946477874,0.35970193054932476
6.0,900.0,8.0,3.0,0.6613282857081998,0.3590284995182631
6.0,700.0,8.0,3.0,0.6608088650865644,0.358957722760858
4.0,100.0,1.0,3.0,0.7742679101844678,0.3589484811863649
6.0,600.0,8.0,3.0,0.6598836186212818,0.3586201640117044
6.0,600.0,8.0,3.0,0.6598836186212816,0.35862016401170416
6.0,800.0,8.0,3.0,0.661459894463174,0.35839274966344126
8.0,100.0,1.0,2.0,0.645907467463605,0.35732985606604273
8.0,100.0,1.0,2.0,0.6459074674636048,0.35732985606604273
6.0,300.0,1.0,3.0,0.7002258247133204,0.3546604336514828
6.0,150.0,8.0,3.0,0.6579105060879197,0.35416612555890314
6.0,400.0,1.0,3.0,0.70258969008827,0.3541054447388644
4.0,900.0,7.0,1.0,0.5306196444956537,0.3431449075936277
